gene,I0712,I0805,I0812,I0713,I0800,I0844,I0782,I0820,I0840,I0744,I0767,I0871,I0731,I0739,I0790,I0832,I0876,I0887,I0752,I0758,I0819,I0748,I0777,I0822
ZNF862,8.504707542,9.035539798,8.295008307,8.435744576,8.328709928,9.077293984,11.8601098,11.93979957,11.96666608,8.457190243,8.928722954,8.481519906,8.692515995,8.79461704,8.917214327,8.539233883,8.684772918,8.997017544,9.111324581,8.370588232,8.585745523,8.521136573,8.63657915,9.091522088
MEST,9.535778453,9.083775871,9.085661686,8.748085317,9.044451039,8.894369421,6.751927681,6.844952928,7.227573094,9.03385473,8.918651603,8.723139031,9.251764129,8.729810058,9.008305817,9.272948538,8.762429317,8.823268824,8.920514979,8.818609807,9.116101143,8.876464694,9.288393264,8.887529779
ANKMY2,8.409376758,8.323150992,8.688930823,8.369822033,8.135165036,8.014561291,9.022476321,8.962590963,9.137035293,8.255912403,8.028074617,8.363517551,8.352077133,8.30553714,8.306675494,8.267731298,8.417729117,8.140340391,8.369845392,8.480824619,8.302359444,8.691308928,8.483772027,8.049210922
ACTR3C,7.486053884,7.148229192,7.414909211,7.286542425,7.420522611,7.074658031,6.708158316,6.234139026,6.268178614,7.358174969,7.253118153,7.256529526,7.355924987,7.128694107,6.99527063,7.282521308,7.07282338,6.975369895,6.919765529,7.510584411,7.294731661,7.357102638,7.541400782,7.001081853
AHR,11.88492874,12.53170462,12.34778358,12.31161115,12.75412339,12.61846466,9.993309127,9.293675894,9.799406278,12.50597344,12.80195649,12.21025084,11.78161452,11.61589652,12.57139644,12.3495349,12.38255123,12.47585306,12.83870995,12.6087362,12.31561473,12.12309188,12.28086797,12.47221818
CHCHD3,11.51260304,11.0809806,11.49914931,11.67601665,11.64661337,11.23294636,9.024708377,9.172886389,9.168189875,11.59202493,11.16699452,11.50777179,11.60336375,11.63613196,11.18752939,11.58691385,11.47114378,11.20955545,11.13633868,11.51985805,11.5844469,11.49683182,11.54831785,11.13915227
GIMAP2,10.0009556,10.88968684,9.861208987,8.890408301,9.176697796,9.688954194,11.86291943,12.6141958,12.19471784,8.925293626,9.465214702,8.750263368,9.273266725,9.013369825,10.1198505,9.410008221,9.207104117,10.00350849,10.1991612,9.218206337,9.261647131,8.889976745,8.915466963,9.934133038
PSMA2,10.01008268,9.994680693,9.923416075,9.34257688,9.813371563,9.353738979,7.170047587,7.321926948,7.407048472,9.598871729,9.280945451,8.999506506,9.378205979,8.759629129,9.51167162,9.692434401,9.476562164,9.487822098,9.435910091,9.458297083,9.538453339,9.374358966,9.729111578,9.368712854
MRPL32,12.11565165,11.89002415,12.23656093,11.89688377,11.92780141,11.72964461,10.38512386,10.66905128,10.56605198,11.82824444,11.66294367,11.6549728,11.81535289,11.8570405,11.73794099,11.90641152,11.83492936,11.65384943,11.76976601,11.90824612,11.93338468,11.98196111,11.95794636,11.76510674
COA1,10.90567908,11.0439473,10.85098924,11.04822692,11.0663959,11.05509354,11.2867952,11.63725424,11.39653989,10.95446096,11.10395128,10.96623624,10.9371999,11.05214024,11.09153806,10.90516497,11.04179003,11.01326125,11.09505234,11.09890374,10.85858797,11.02832412,10.96357942,11.01393874
BLVRA,9.474925508,9.364728976,9.161827964,9.096267416,9.034155309,9.186508439,7.920329133,8.414659863,7.949815954,9.071390218,9.107820897,8.776887134,9.212232899,9.29573291,9.440335611,9.265361181,9.026525008,9.350432742,9.252410456,8.889245158,9.272904734,8.919265166,9.027587321,9.231113804
URGCP,10.53218401,10.45162933,10.46573568,10.64381191,10.52482371,10.7099495,10.35971056,10.39230406,10.48462265,10.59404213,10.58786743,10.67745525,10.6306727,10.80502195,10.56236139,10.605029,10.64380611,10.72729078,10.56414519,10.5341309,10.59939923,10.68040498,10.53222875,10.57390331
TMEM248,12.17424358,12.0414348,12.17596337,12.22981109,12.26779486,12.113928,11.96495103,11.97366274,12.02346556,12.2307223,12.14070179,12.24284515,12.21593951,12.1742829,12.08795981,12.25500819,12.17496914,12.08873301,12.12156321,12.24336536,12.23444507,12.19751637,12.20658385,12.09292447
STAG3L4,7.537458864,8.066721808,7.898002215,7.900344122,7.712892667,7.994103219,8.271824103,8.428198324,8.300664096,7.683131263,7.905943288,7.636817085,7.653538609,7.954855185,8.048418869,7.799289105,7.857839469,7.923714574,8.044176333,7.919844842,7.680154578,7.858320712,7.6851033,7.726687758
RHEB,11.12677581,10.9419547,11.16443932,11.17568808,10.95005031,10.77334963,9.311027173,9.391371233,9.547509579,11.01290251,10.93936274,11.13459254,10.97048996,10.86111501,10.88364106,10.88962061,11.07006256,10.6789142,10.74219557,11.0504096,11.0192872,11.12176347,10.97621039,10.68140606
PRKAG2,11.09771479,11.16616439,11.09180452,10.3789065,10.50539011,10.34829357,10.69644123,10.59795809,10.74519221,10.48960486,10.50194257,10.43468256,10.4686345,10.38755935,10.49262029,10.51618379,10.50886346,10.42125384,10.46272565,10.4893569,10.55743485,10.41384513,10.53032665,10.49358171
AEBP1,11.96186815,11.54712229,12.10013867,12.09319821,11.98404393,11.84313493,9.743853372,10.13872232,10.14726756,12.12675499,11.77813105,12.25087995,12.08101406,12.47024953,11.54829375,12.12654109,12.14548049,11.68865294,11.53035125,12.02012846,12.14000616,12.12137451,12.11023409,11.79796666
POLD2,12.97973606,12.78133723,13.12573778,13.2107484,13.03551633,12.97728238,10.12189003,10.16321712,10.37385955,13.01921798,12.8844758,13.18258989,13.15194803,13.5621809,12.90401919,13.13975333,13.23172683,12.99934845,12.85051,13.05538752,13.15460752,13.16588067,13.09873559,12.98214662
BCL7B,11.27746109,10.97774177,11.36828483,11.44131097,11.24663346,11.1036448,10.41606108,10.5189675,10.55793184,11.31724,11.00568448,11.4249741,11.34870507,11.59537322,11.10738086,11.29248772,11.38646836,11.12514611,11.07451658,11.26483495,11.36859196,11.42949386,11.2577617,11.11404314
YKT6,12.34626221,11.99562132,12.28549283,12.38338173,12.32645232,12.10401815,10.70829322,10.65088216,10.85014659,12.35292293,12.06710007,12.34896043,12.39088496,12.51813809,12.04968208,12.33993476,12.35600616,12.08667425,12.04831561,12.29916861,12.40274505,12.34289281,12.31524308,12.09797821
TBL2,10.43484321,10.12805791,10.46704158,10.58777313,10.43670028,10.18641571,8.999963743,9.220348599,9.163440435,10.33904539,10.24614004,10.53946746,10.46209569,10.69203503,10.21178293,10.4112291,10.5076111,10.18638143,10.07725193,10.50113248,10.50946204,10.57476674,10.3640792,10.10451616
CLIP2,6.083165878,6.572695049,6.362597533,6.045616271,6.392641995,6.655559834,8.229877136,8.428198324,8.096555918,6.214632706,6.568592009,6.387726809,6.175431106,6.694750998,6.543685319,6.261698382,6.614161867,6.75801478,6.716987601,6.052099126,5.927079307,6.486267773,6.285441824,6.755552508
EIF4H,13.92641611,13.75617768,14.02402049,14.06507816,13.91816592,13.92307036,12.4677204,12.54649616,12.63402483,13.9293661,13.8280029,14.01975876,13.96812982,14.03472887,13.7895568,13.96263989,14.00350117,13.849913,13.78413417,13.95792494,13.99301128,14.00914226,13.93288934,13.83372478
LIMK1,9.661914652,9.684039492,9.458207608,9.789305651,9.814875931,9.981711915,10.31024761,10.04370762,10.22909331,9.736666978,9.852749889,9.771075125,9.996548776,10.153796,9.86560074,9.97732655,9.870656579,10.01942527,9.838757029,9.710069157,10.00637376,9.760088294,9.725791044,9.842602754
DSE,6.141283995,6.464748666,6.144896474,6.3651259,6.486247266,7.175004792,6.943420347,7.424559324,6.783500797,5.958315762,6.48915393,6.1839875,6.000831344,6.07122596,6.572066428,5.665908847,6.024405198,6.582128838,6.858754862,6.304522028,6.486958182,5.979982732,6.192281353,6.606399595
RWDD1,11.57499761,11.35564446,11.64416201,11.79418805,11.61458068,11.56718052,10.5653535,10.41514663,10.47411306,11.60167779,11.53775525,11.68734925,11.67861694,11.42254286,11.59095976,11.53369347,11.62920673,11.53456443,11.55339671,11.66018349,11.69319175,11.75490071,11.58771979,11.41748936
RSPH4A,7.073451612,6.711416654,6.915357594,6.859138866,7.073690091,6.723412991,6.440351415,6.513546801,6.541423475,6.529814865,6.827337607,6.697440302,6.80267425,6.858026054,6.863695091,6.840289782,6.477561808,6.877148364,6.869104165,6.915611153,7.093565516,6.746068659,6.917987037,6.534814696
CEP85L,10.73216696,10.38951265,10.70809931,10.51339562,10.79252253,10.28934735,12.12096288,11.56759792,11.88319169,11.24311098,10.92873851,11.04570229,10.74743394,10.29590276,10.42809618,10.89372749,10.87213354,10.40261763,10.51803063,10.9242181,10.70186705,10.97162715,11.04510335,10.37432638
ASF1A,10.81112396,11.22194061,11.11281396,11.02195675,10.86909757,11.02599862,10.68307862,10.84001172,10.80587997,10.95947467,11.11997223,10.94804787,10.75280154,10.54994933,11.13499118,10.88550199,11.00676045,11.12848561,11.26730853,11.20517095,10.96131979,11.03745953,10.94299402,11.07198881
MCM9,9.943585817,10.01587299,9.79411872,9.817217216,9.825362809,9.820648457,10.08064779,9.970030263,10.00053644,9.785479113,9.816596658,9.692844327,9.800196413,9.743553776,9.756994114,9.796121536,9.853014304,9.739178194,9.847942872,9.865313083,9.744557677,9.882751795,9.798714638,9.920153811
FAM184A,10.71073422,10.60315818,10.65523312,10.14158633,9.838734888,10.03942323,8.777137376,8.652392463,8.833475623,9.55317181,9.653096575,9.739274955,9.703720799,9.429747548,9.483932541,9.572539479,9.731687794,9.49404913,9.508874854,9.742483165,9.552378754,10.52972821,10.54547365,10.44437214
MAN1A1,12.4099563,12.49238388,12.47687662,11.92348361,12.1594743,12.02429235,9.256990994,9.577032929,9.391759564,12.08836367,11.92842754,11.9460266,11.86080209,11.79071152,11.9828782,12.08440201,12.24503005,11.93739833,12.10797303,12.22436517,12.18241232,12.08512295,12.17922882,12.09759008
SERINC1,11.99934306,12.31567136,12.13218367,12.17267661,12.06054121,12.25351074,12.76002634,12.75492198,12.7301014,11.80893005,12.15899809,11.93461753,11.70970425,11.51329603,12.21937348,11.7425681,11.93847101,12.12730146,12.23843613,12.15324088,11.8545595,12.10437723,11.93368654,12.15205759
HDDC2,11.16463504,10.681204,11.08756567,11.17852234,11.15279948,10.82542177,9.638485212,9.618957858,9.659685014,11.14804727,10.92811112,11.06405902,11.2679979,11.27755598,11.023159,11.17051192,11.13151673,10.92537149,10.90066618,11.1630285,11.19453011,11.18944087,11.2444806,10.79587657
HINT3,10.3335758,10.25338918,10.41114985,9.998798303,10.444496,9.959021022,9.359579955,9.465465114,9.348476863,10.37701318,10.18338154,10.07584524,9.966503848,9.734572762,10.13181653,10.23469036,10.26534569,10.11275512,10.14269654,10.31558578,10.27764276,10.19508963,10.28957008,10.15909965
NCOA7,12.77659922,13.31482564,13.15155117,11.57337187,11.45297255,11.99069589,10.38251556,10.5105071,10.20618422,11.43620558,11.97806901,11.57141575,11.44895114,11.71320703,12.23026672,11.68969472,11.91315567,12.15343647,12.32837843,11.95542877,11.53211781,11.92074377,11.77647541,12.19948835
UST,5.775896252,6.508901039,5.723373736,5.607946121,6.068731108,6.303196657,7.427891148,6.426287964,6.758523838,5.765693095,6.461671934,5.772408976,5.802155516,5.729368437,6.768800257,5.783890153,5.48749113,6.730149506,6.520903013,5.645056462,5.745055785,5.76217832,5.821208289,6.571051081
FBXO5,8.788515805,8.561918301,8.821438754,8.688886895,8.884591133,8.755416054,8.146243026,8.044544307,7.987923737,8.742499761,8.581478374,8.513535013,8.695704607,8.213730025,8.466399155,8.816920107,8.671413853,8.474340264,8.465026159,8.688389643,8.706900882,8.682018347,8.803375252,8.624228802
MTRF1L,9.330431797,9.065413896,9.442361001,9.37456681,9.28920097,9.125115972,8.725929858,8.124337447,8.483258785,9.309901407,8.946180392,9.276360218,9.247424883,9.32992478,8.93644445,9.124286727,9.39492558,8.99993769,9.037541769,9.334153666,9.13473227,9.3511004,9.350079449,8.984757733
SOD2,12.98767845,12.76265344,13.09755824,13.11827205,13.15242583,12.91448449,11.40588555,11.45581972,11.17848545,12.56945177,12.24815862,12.50266714,12.66872221,12.74115863,12.47675831,12.7689809,12.92879983,12.41096634,12.45228914,12.88160257,12.70762318,13.13486391,12.98389938,12.69227217
MRPL18,10.9091681,10.6107757,10.92412665,10.95344732,10.96435474,10.8020745,9.214604041,9.391371233,9.383614735,10.98612885,10.85935219,10.91696555,11.03736623,11.08372033,10.79386167,11.06666272,10.90579833,10.75607501,10.69788718,10.90525474,11.09179912,10.88386078,11.00045847,10.73129504
GPR63,6.197151369,5.718136848,6.55171515,6.50174993,6.309713198,5.925116867,6.160787552,5.598926152,6.038472493,5.93813999,6.046615387,6.626019635,6.281097879,6.496514017,5.609114406,6.261698382,6.557194977,5.765616777,5.519636332,6.475882,6.187176491,6.428181556,6.338580977,5.811628921
FBXL4,9.37350196,9.534535921,9.181053369,8.942025522,9.471935008,9.411447994,10.11247669,10.22786422,10.12545444,9.304000825,9.576695484,9.187368493,9.180719585,8.64288069,9.397364055,9.410008221,9.147243554,9.487822098,9.495576473,9.261454824,9.12854859,9.21171181,9.405089927,9.524666095
CCNC,12.37253329,11.98832969,12.32599857,12.18822882,12.50293946,11.99241591,10.3998158,10.4094698,10.35939656,12.42129224,12.15979996,12.13249449,12.15903339,11.61589652,12.06630041,12.34023574,12.27772302,11.93854029,12.13690145,12.39258256,12.33084348,12.31185715,12.43699577,12.03248243
ASCC3,12.80103147,12.63118783,12.58005387,12.54760139,12.75960186,12.48738086,10.85850024,10.64219521,10.61209401,12.781943,12.48796785,12.62333981,12.74457795,12.29348446,12.3994289,12.67975544,12.59527447,12.37233318,12.51005612,12.67700867,12.6440185,12.63857802,12.8252007,12.45837964
MED23,11.40699202,11.87059081,11.54315165,11.42851055,11.365857,11.74503043,11.69193568,11.47877052,11.48294516,11.37043953,11.78403735,11.38226428,11.28926167,11.12038127,11.75428825,11.30487711,11.41880682,11.71332612,11.7752792,11.55330605,11.30146571,11.52178304,11.40048356,11.78114696
WASF1,8.290273886,8.014077756,8.191371548,7.900344122,8.410585769,8.054627168,6.059925879,6.444167042,6.481629899,8.07832738,7.990105847,7.925637905,7.916624063,8.039940278,8.155454216,8.200360465,8.271925695,8.053059327,7.920263396,8.185382026,8.114896349,8.446287343,8.398753125,8.105886011
CRYBG1,11.34187367,11.96672583,11.85983836,11.44461114,10.61738698,11.24886342,11.82211572,11.62064435,11.4613405,10.86778274,11.76764882,11.55612633,10.37129083,10.72339367,11.1415161,10.3274812,10.8701859,11.0418793,11.1586579,10.98224452,10.27764276,11.59001413,11.01209067,11.59295782
VNN2,6.648357558,7.148229192,6.316978912,6.065350187,5.729088856,6.470497148,9.862157095,10.19524304,10.03084012,6.145925405,6.703757606,6.059399929,5.937597783,5.931509981,6.930982293,6.08907247,6.079385897,6.643171234,7.12369122,6.236792668,6.138773512,5.76217832,5.963323819,6.459491676
RPS12,14.93969897,15.05723212,14.88730266,15.10333007,14.97420997,15.2500357,15.50282067,15.4577516,15.58345736,14.84751437,15.1968981,14.86547944,15.01567149,15.25187096,15.36604926,14.91130458,14.9394361,15.31061454,15.27458128,14.91344523,14.89335411,14.94272965,14.88177987,15.18853254
SNX3,11.51443679,11.25391339,11.44185718,11.48729749,11.53786134,11.4061768,10.95645619,11.09257116,11.07670009,11.48134877,11.42532469,11.43806571,11.54710195,11.06592979,11.50202434,11.53105931,11.48266245,11.46229971,11.4961215,11.46402617,11.60574901,11.43041885,11.48442148,11.39870913
HBS1L,11.50800843,11.3396891,11.58464891,11.68441582,11.71104662,11.44876987,11.16459346,10.70749567,10.938282,11.70790558,11.5207943,11.61079616,11.55853121,11.36453884,11.51487422,11.61255631,11.66727952,11.47284751,11.53482738,11.70081184,11.55708143,11.71332332,11.69349286,11.45675499
PEX7,7.053410846,6.711416654,7.060833824,6.870400613,6.891785592,6.850236358,6.85587192,6.961266474,7.10412915,6.938077741,6.715439922,6.928724192,6.871962059,6.707046503,6.930982293,6.906823782,6.869463966,6.939315885,6.929687771,7.020035281,6.974502875,6.924736117,7.072367231,6.571051081
ZBTB24,11.11231847,11.19263106,11.21893919,10.96859142,10.99054959,10.99801818,10.46125747,10.51368556,10.37077252,11.03681841,11.05018687,11.04707009,10.95992049,11.03456343,11.0308477,11.01707395,11.10028626,10.94671636,11.07619257,11.10247592,10.90906543,11.1188974,11.09614386,11.02948581
FIG4,8.043397925,8.347671147,7.76841929,8.021470989,8.173194796,8.251331393,9.062134326,9.170203253,9.170558745,8.105720868,8.114436922,8.077927284,8.166891543,7.779658121,8.327635106,8.189710694,8.155210551,8.347109266,8.481983326,8.125780047,8.340310917,8.063040589,8.183262867,8.296500156
PERP,6.493351574,5.75526677,6.646970757,6.427449981,6.748003989,6.430455401,6.46685864,6.496512132,6.990736007,6.342947735,5.827293153,6.387726809,6.410930329,6.215910454,6.150784296,6.784761128,6.517927748,5.792810731,5.57125391,6.629032655,6.407469149,6.383028789,6.548605247,5.471669317
SLC16A10,7.700974908,7.726874573,7.725415731,8.104885614,8.26850022,8.180672597,9.754651509,9.78248681,9.639305767,8.664820845,8.33115035,8.15606541,8.391938319,8.073567256,8.178711475,8.448341901,8.260075182,8.064262627,8.325439757,8.242619061,8.361557497,8.18205193,8.549106216,8.130377527
HECA,12.35088791,12.40527222,12.33389344,12.27632675,12.29013942,12.25780761,12.95154368,13.12470209,13.08354099,12.09036484,11.99793538,12.12926952,12.07276037,11.80186088,12.14840459,12.18736081,12.12439214,12.12596549,12.25011412,12.29683193,12.15377312,12.38166842,12.40931955,12.47161925
PHACTR2,10.8544784,10.97282411,11.14580537,10.89122934,10.74517875,10.64253966,10.76279624,10.3299617,10.5054149,10.82309697,10.66820991,10.99557752,10.67577464,10.74591474,10.74561843,10.7479931,11.08693161,10.6250812,10.85192831,11.21565444,10.76302401,11.16074449,10.94227892,10.77660989
EPM2A,8.290273886,8.802641049,8.241070273,8.349845579,8.285960921,8.454666567,8.210399548,8.485439834,8.339078698,8.399330484,8.738581921,8.3679024,8.352077133,8.281072606,8.693284589,8.457249226,8.30113298,8.610488196,8.557517372,8.378467182,8.468241164,8.246495656,8.407069485,8.716090342
QKI,12.35293902,12.50470195,12.54554787,11.95424014,12.26477092,11.9759923,11.16712153,11.30192975,11.15175736,12.22708896,11.96252813,12.1189009,11.80616243,11.75118148,11.87915247,12.18602187,12.15310961,11.84013341,12.00703023,12.24120653,12.11676521,12.18469077,12.27264254,11.95575693
FAM120B,10.10562899,10.48655116,10.4206168,10.26618697,9.955178269,10.51671613,11.03661542,11.05160908,10.98949466,10.03028227,10.5344579,10.24509736,10.06964721,10.26296856,10.54725139,9.953916684,10.33478319,10.44609037,10.5689147,10.34503546,9.987705835,10.35660138,10.08319771,10.52855422
TBP,10.59418872,10.33690055,10.52210549,10.46314164,10.55933732,10.46438423,9.803567732,9.930938493,9.843126629,10.53144973,10.44431282,10.51397607,10.4555271,10.59613072,10.43969451,10.49471368,10.55808668,10.38708732,10.39271632,10.54554805,10.60720294,10.58560248,10.5473559,10.50299092
CCN6,5.726127658,6.19432509,6.245726868,5.89936124,6.128021268,5.896008998,5.750385034,5.630499504,5.577959423,6.460777012,6.315814329,6.334952995,5.704238103,5.910398486,6.293972945,5.944535323,6.158117568,6.127862939,6.425956178,6.219351604,6.088690154,6.169179074,6.092687695,6.159774804
ESYT2,11.75562278,11.86263725,11.61618445,11.77783417,11.8572818,11.83261146,12.77452281,12.88865212,12.81109597,12.05683918,11.98532484,11.91677191,11.90106968,11.89884262,11.89328049,11.95909765,11.84983089,11.92631252,11.98727262,11.85064467,11.89792276,11.92632816,11.94122218,12.04219587
PLAGL1,8.533929393,8.696869405,8.65724716,8.704702456,8.53992395,8.680575432,7.634923125,7.857072567,7.716833048,8.304006282,8.327348703,8.485560863,8.319375726,8.839985567,8.686810253,8.407564044,8.715471258,8.659327846,8.762944583,8.867015881,8.408248258,8.840729385,8.545343849,8.624228802
FBXO30,9.535778453,9.654861398,9.544858583,9.204791137,9.456597334,9.398533534,8.739582724,8.879616127,8.737677353,9.817586786,9.461750812,9.506556047,9.167000269,8.998440971,9.319985526,9.596925866,9.427077105,9.345849472,9.402455745,9.603179814,9.41939853,9.456569165,9.524561185,9.313634341
TNFAIP3,14.01578687,14.0302283,14.24906821,14.66997578,14.45426848,14.48576497,12.14193434,12.5910612,11.92623363,14.10025786,14.06717316,14.41642531,14.25882033,14.64345629,14.19248949,14.21052725,14.5323582,14.23046455,14.24629232,14.53202279,14.23571836,14.45576809,14.17597338,14.22103908
AKAP7,7.251119652,6.985883061,6.989928563,6.925427301,7.261922299,6.924188794,8.761162078,8.856436626,8.923306847,7.180640932,6.931177727,6.640589417,7.061849986,6.743316525,7.236007729,7.322066874,7.099668836,7.078421945,7.052826556,6.968767787,7.143483932,6.815687244,7.230677472,7.210839891
MYB,9.260040023,10.06845286,9.719378953,10.21409861,9.886731981,10.51312603,12.31491618,11.02661004,11.70264459,10.55482722,11.21562063,10.87522277,9.889230977,10.35667429,10.65565502,9.803125476,10.35720569,10.65410368,10.68549656,10.19584592,9.654896399,10.13847816,9.808165115,10.3510697
ALDH8A1,5.593634174,5.600645032,5.856876204,5.921184617,5.448126971,5.23663287,8.182681447,6.718433281,7.736153112,5.93813999,5.220624292,5.849683245,5.543649358,6.233016941,4.963660273,5.634841989,5.813579718,5.280790613,4.906918287,5.745947884,5.536708018,5.918022661,5.635513412,5.266011194
SGK1,10.54300443,10.52064762,10.64949334,10.6609375,10.12971849,10.70890374,9.035817151,9.017361452,8.695530373,9.307937226,9.732857103,9.520408851,9.851131366,9.968324688,10.38375258,10.01551815,10.10731695,10.36460708,10.27603539,10.20140881,9.620058271,11.31194706,10.87417503,10.98988122
RNF146,9.190631486,9.409090898,9.181053369,9.007245622,9.136356961,9.282420911,10.15385151,10.13184375,10.08584204,9.227093111,9.496021049,9.451841929,8.886376539,8.973211036,9.476444483,9.022939387,9.127812296,9.246075873,9.48552162,9.288886703,9.042366101,9.366647699,9.139127129,9.340124596
ARG1,6.336347529,6.110839005,6.221172171,6.316549894,5.920106714,6.062449561,6.604534311,6.192435734,6.387019631,5.81077526,5.594086177,6.1230381,6.157042342,5.705055097,6.13184363,6.199358832,6.349210353,6.039802843,5.438573362,6.254025411,6.062981065,5.959623596,5.940588857,5.982789824
FOXO3,8.827390574,9.352665072,8.942793401,9.257210559,9.02897976,9.532243713,10.18312323,10.31789079,10.14726756,9.195569139,9.634756823,9.36895667,9.120303437,9.305873734,9.493238287,9.200531632,9.367574224,9.500249401,9.528595373,9.336177889,9.162235451,9.397248509,9.23099506,9.496680193
ARMC2,6.352839443,6.273243367,5.687974573,6.28323281,6.440203632,6.163617608,8.035491554,7.915915318,7.971714927,6.3582135,6.236955258,6.080926046,6.193588443,6.052075958,6.392747691,6.156250556,5.93779426,6.434538319,6.609985367,5.971050296,6.11394914,6.186802631,6.285441824,6.035610473
NUP43,11.49413615,11.17304112,11.25416125,11.22477539,11.53786134,11.24237311,11.07804288,11.23610452,11.13305232,11.53060688,11.40201871,11.29515759,11.4465872,10.92435306,11.25089521,11.36350098,11.20134523,11.26644098,11.25404294,11.3307842,11.39265788,11.26242046,11.45514434,11.23895803
MTHFD1L,13.3807274,13.4952412,13.65612511,13.68433495,13.28343101,13.4873715,8.150337486,8.084992458,8.355828941,13.33735949,13.51014666,13.62144536,13.3836185,13.79057628,13.49867869,13.33481844,13.64018468,13.49931721,13.44993204,13.59451457,13.34280929,13.6698195,13.39541645,13.49794117
LRP11,6.893514104,7.061947992,7.488772278,7.4973521,7.198796751,7.429810614,7.293658558,6.897808679,7.254620332,7.197714012,6.951078093,7.408987171,7.07170085,7.004687362,7.190967116,6.970424228,7.34377431,7.184902567,7.191237452,7.421873837,7.015291979,7.432907738,7.051298819,7.321335176
PCMT1,10.87317783,10.49754995,10.62747151,10.71737747,10.85527439,10.69418289,9.849621132,9.910184296,10.17584797,10.90399188,10.70603154,10.65161287,10.84471685,10.42804661,10.81924262,10.81881727,10.54349525,10.722879,10.67962865,10.78221407,10.90996705,10.71345948,10.88983676,10.64574663
TASL,6.915885622,7.951462604,7.141561799,6.084817828,5.897567416,6.346875394,7.120819315,7.211430445,6.69412152,5.81077526,6.046615387,6.203744918,6.281097879,6.331603447,6.599899987,6.08907247,6.106110012,6.582128838,6.739725383,6.400503676,6.234008193,6.000058576,5.691051788,6.317402117
ACAT2,9.942224111,9.417801908,9.574239746,10.06768384,10.22784287,9.830297831,9.406551793,9.379805371,9.519906947,10.41400734,10.0854967,10.09183807,10.45834587,10.2228569,10.04336026,10.44632368,10.12865453,9.994752018,10.00165879,10.00164181,10.34185728,10.05697187,10.27260304,10.05739733
TCP1,14.9082251,14.35965539,14.9530854,14.99876949,14.8881336,14.48713809,11.81471785,11.83273864,11.89792045,14.83648551,14.50867915,14.90014043,14.84694677,14.76002179,14.40966288,14.76776167,14.83440622,14.33764864,14.38589265,14.91568895,14.77345186,14.95628021,14.84710082,14.35493723
PILRB,9.736082629,8.820269834,9.900401598,9.811385805,9.411570908,8.560489742,10.44551598,8.879616127,10.19575525,9.380757771,8.536085676,9.70329215,9.5693737,9.996146705,8.575562605,9.452946377,9.899589251,8.674028757,8.26793882,9.757666127,9.517309902,9.675231375,9.388385936,8.736176695
SERAC1,7.887991104,7.943441119,7.834665148,7.954261761,8.086173247,8.028040594,8.755797424,8.301519761,8.490861478,7.987981849,8.074172123,8.093897142,8.290141025,8.03018683,8.150757433,8.090150489,8.122859412,7.886328833,8.314121452,8.135111384,8.313304976,8.190812572,8.230888029,8.003537617
BBS9,7.053410846,7.306701722,6.820466116,7.059386453,7.380446491,7.356912182,9.038028678,8.798542667,8.77862792,7.304020383,7.36118167,6.963907917,7.211920215,6.984626663,7.531680904,7.241861152,7.086308548,7.376841421,7.610599235,7.079244268,7.179820984,7.387904272,7.321468363,7.685960774
PMS2,9.790066055,9.752208732,9.762560287,9.930498757,9.944222818,9.894255747,9.303693151,9.361104937,9.233090765,9.966964095,10.01870355,9.832646861,10.0029983,9.804902524,9.899592528,9.936504759,10.00275081,9.822363588,9.945305633,9.9257078,9.817484929,9.870535369,9.881619737,9.637897844
ZMIZ2,12.47661172,12.61423452,12.65644749,12.63706685,12.39619482,12.5639854,12.34982896,12.07718889,12.1632451,12.46226855,12.46263036,12.76264446,12.65445403,13.08217263,12.52133249,12.59653669,12.76629677,12.65163482,12.44387552,12.61812509,12.57520813,12.64556507,12.51913423,12.65160543
SEPTIN7,12.80721568,12.69199844,12.78452185,12.68966964,13.00124063,12.76703696,12.61775643,12.70226544,12.74865139,12.98074384,12.88301976,12.71697181,12.78723937,12.3565527,12.83890269,12.91856885,12.79224297,12.79323563,12.91092478,12.91719599,12.90322684,12.85175416,12.93477381,12.72455296
KLHL7,9.217896833,9.154972327,9.02666217,9.166473537,9.560686835,9.268292292,9.663052099,9.527577681,9.476529812,9.490473083,9.415946663,9.162343584,9.294453537,9.040344513,9.322075885,9.337085981,9.134318505,9.350432742,9.29908491,9.315806702,9.388680728,9.159113562,9.371486273,9.239581528
HERPUD2,9.519435118,10.53673203,9.412848943,9.250761348,9.114534437,9.905253884,11.35579226,11.54654523,11.42757193,9.350543255,9.830092606,9.371142513,9.032240156,9.378779176,9.974595968,9.176460983,9.440264941,10.00350849,10.09279002,9.358258888,9.230227966,9.102204902,9.011314748,9.884601394
CBX3,13.32081748,12.89487994,13.15904439,13.11027894,13.36976281,13.00139941,12.32423367,12.34235876,12.37036898,13.37970229,13.15792939,13.08175925,13.21066206,12.65056097,13.06463689,13.29965487,13.1068247,12.94223622,13.02537941,13.21487836,13.26196262,13.19801097,13.33581481,12.94487457
